Linux 4.18.0-348.23.1.el8_5.aarch64 (cna0146.deucalion.macc.fccn.pt) 	16/03/26 	_aarch64_	(48 CPU)

11:48:51      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:49:26        0     12876    0.00    0.20    0.00    0.00    0.20    24  ldlm_bl_17
11:49:26        0     12878    0.00    0.20    0.00    0.00    0.20    15  ldlm_bl_19
11:49:26        0     12879    0.00    0.20    0.00    0.00    0.20    37  ldlm_bl_20
11:49:26        0     12880    0.00    0.20    0.00    0.00    0.20    15  ldlm_bl_21
11:49:26        0     12881    0.00    0.20    0.00    0.00    0.20    42  ldlm_bl_22
11:49:26        0     12882    0.00    0.20    0.00    0.00    0.20    15  ldlm_bl_23
11:49:26        0     12883    0.00    0.20    0.00    0.00    0.20    23  ldlm_bl_24
11:49:26        0     55152    0.00    0.20    0.00    0.00    0.20     7  kworker/7:0-events
11:49:26    30910    121285    0.60    1.00    0.00    0.00    1.60    15  pidstat
11:49:26    30910    121579    0.40    1.40    0.00    0.00    1.80    37  pidstat
11:49:26    30910    122103    0.40    1.40    0.00    0.00    1.80    16  pidstat
11:49:26    30910    124653    0.60    1.00    0.00    0.00    1.60    11  pidstat
11:49:26    30910    124654    0.20    0.00    0.00    0.00    0.20     5  python
11:49:26    30910    124655 1205.20   40.00    0.00    0.00 1245.20    24  java
11:49:26    30910    124970   23.60    3.20    0.00    0.00   26.80     6  python
11:49:26    30910    124973   11.80    1.00    0.00    0.00   12.80    14  python
11:49:26    30910    124974   11.20    1.40    0.00    1.60   12.60     8  python
11:49:26    30910    124977   12.00    0.60    0.00    0.60   12.60    43  python
11:49:26    30910    124979   11.80    0.60    0.00    0.00   12.40    47  python
11:49:26    30910    124981   11.80    0.80    0.00    1.60   12.60    25  python
11:49:26    30910    124983   11.20    1.20    0.00    0.00   12.40     1  python
11:49:26    30910    124985   11.60    0.80    0.00    0.00   12.40     5  python
11:49:26    30910    124987   11.60    0.80    0.00    0.00   12.40    16  python
11:49:26    30910    124990   11.60    1.00    0.00    0.00   12.60    11  python
11:49:26    30910    124993   12.00    1.00    0.00    0.20   13.00    46  python
11:49:26    30910    124995   12.00    0.80    0.00    0.00   12.80    45  python
11:49:26    30910    124998   12.60    0.00    0.00    0.20   12.60    21  python
11:49:26    30910    125000   12.20    0.20    0.00    0.00   12.40    39  python
11:49:26    30910    125002   11.80    1.20    0.00    0.40   13.00    22  python
11:49:26    30910    125004   11.60    1.00    0.00    0.40   12.60     1  python
11:49:26    30910    125006   11.80    0.80    0.00    0.00   12.60    28  python
11:49:26    30910    125008   11.40    1.20    0.00    0.00   12.60    35  python
11:49:26    30910    125010   11.80    0.80    0.00    0.80   12.60    32  python
11:49:26    30910    125012   11.80    1.00    0.00    0.40   12.80    30  python
11:49:26    30910    125014   12.00    0.60    0.00    0.00   12.60    33  python
11:49:26    30910    125016   11.00    1.40    0.00    0.00   12.40     5  python
11:49:26    30910    125018   11.80    0.60    0.00    0.40   12.40     0  python
11:49:26    30910    125020   12.20    0.40    0.00    0.00   12.60    44  python
11:49:26    30910    125022   12.20    0.20    0.00    0.40   12.40    38  python
11:49:26    30910    125024   10.80    1.80    0.00    0.20   12.60    17  python
11:49:26    30910    125026   11.80    1.40    0.00    0.20   13.20     0  python
11:49:26    30910    125028   11.20    1.40    0.00    0.20   12.60    12  python
11:49:26    30910    125030   11.80    1.00    0.00    0.00   12.80     7  python
11:49:26    30910    125032   11.60    0.80    0.00    0.00   12.40     1  python
11:49:26    30910    125034   11.80    0.80    0.00    0.20   12.60    22  python
11:49:26    30910    125036   12.00    0.20    0.00    0.00   12.20    37  python
11:49:26    30910    125038   12.40    0.20    0.00    0.20   12.60    21  python
11:49:26    30910    125040   12.20    0.60    0.00    0.00   12.80    38  python
11:49:26    30910    125042   11.60    0.80    0.00    0.20   12.40     2  python
11:49:26    30910    125044   12.00    0.40    0.00    0.00   12.40     0  python
11:49:26    30910    125046   12.20    0.60    0.00    0.00   12.80    35  python
